@relation cleanCSV

@attribute Project string
@attribute Version string
@attribute Class string
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg(cc) numeric
@attribute bugs numeric

@data
poi,2.0RC1,org.apache.poi.hssf.record.SelectionRecord,20,2,0,5,31,138,2,3,18,0.827068,306,0.857143,0,0.392857,0.36,1,6,13.95,0.9,0
poi,2.0RC1,org.apache.poi.hssf.util.Region,16,1,0,3,17,78,2,1,16,0.533333,172,1,0,0,0.291667,0,0,9.5,1.625,0
poi,2.0RC1,org.apache.poi.util.BlockingInputStream,10,2,0,0,19,0,0,0,10,0,86,1,0,0.5,0.32,1,2,7.5,0.9,0
poi,2.0RC1,org.apache.poi.hssf.record.MergeCellsRecord$MergedRegion,1,1,0,4,2,0,4,1,1,2,24,0,1,0,1,0,0,18,0,0
poi,2.0RC1,org.apache.poi.hssf.dev.FormulaViewer,9,1,0,11,43,28,0,11,6,0.6875,416,1,0,0,0.333333,0,0,45,3.222222,0
poi,2.0RC1,org.apache.poi.util.FixedField,4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.583333,0,0,0,1,0
poi,2.0RC1,org.apache.poi.hssf.record.ValueRangeRecord,40,2,0,6,60,90,1,5,38,0.838141,786,0.9375,9,0.229167,0.275,1,6,18.25,0.95,0
poi,2.0RC1,org.apache.poi.hssf.record.CalcCountRecord,12,2,0,5,22,54,2,3,10,0.818182,117,0.5,0,0.55,0.5,1,6,8.583333,0.833333,0
poi,2.0RC1,org.apache.poi.hssf.record.SCLRecord,14,2,0,7,26,57,3,4,12,0.769231,195,0.666667,0,0.5,0.482143,1,6,12.714286,0.857143,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.MemErrPtg,11,2,0,3,14,33,1,3,11,0.9,66,0.75,0,0.4375,0.327273,1,2,4.636363,0.818182,0
poi,2.0RC1,org.apache.poi.poifs.property.RootProperty,3,3,0,8,10,3,6,2,1,2,27,0,0,0.971429,0.666667,1,1,8,0.333333,0
poi,2.0RC1,org.apache.poi.hssf.util.HSSFColor$LIME,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.0RC1,org.apache.poi.hssf.util.RKUtil,2,1,0,2,4,1,2,0,1,2,39,0,0,0,0.5,0,0,18.5,1.5,0
poi,2.0RC1,org.apache.poi.hssf.record.BarRecord,24,2,0,6,41,38,1,5,22,0.75,429,0.875,4,0.34375,0.35,1,6,16.541666,0.916667,0
poi,2.0RC1,org.apache.poi.poifs.dev.POIFSViewer,3,1,0,2,21,3,0,2,2,2,112,0,0,0,0.333333,0,0,36.333332,2.333333,0
poi,2.0RC1,org.apache.poi.util.BinaryTree$2$1,2,2,0,4,4,1,1,4,0,1,17,0,1,0.8,0.666667,1,1,7,0.5,0
poi,2.0RC1,org.apache.poi.poifs.storage.BlockListImpl,6,1,2,5,13,0,2,3,4,0.5,107,1,2,0,0.458333,0,0,16.5,1.166667,0
poi,2.0RC1,org.apache.poi.hssf.record.FontRecord,38,2,0,9,56,511,4,5,35,0.938063,604,0.625,4,0.244444,0.239382,1,6,14.263158,1,0
poi,2.0RC1,org.apache.poi.hssf.record.DateWindow1904Record,11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947,0.522727,1,6,8.454545,0.818182,0
poi,2.0RC1,org.apache.poi.hssf.usermodel.HSSFPalette,4,1,0,5,8,0,1,4,3,0,79,1,1,0,0.5625,0,0,18.5,2,0
poi,2.0RC1,org.apache.poi.hssf.record.ProtectionRev4Record,11,2,0,5,21,43,2,3,9,0.85,116,0.5,0,0.578947,0.418182,1,6,9.363636,1,0
poi,2.0RC1,org.apache.poi.poifs.filesystem.EntryNode,10,1,2,6,14,19,3,4,6,0.611111,71,1,2,0,0.325,0,0,5.9,1.3,0
poi,2.0RC1,org.apache.poi.hssf.record.RecalcIdRecord,13,2,0,4,27,46,1,3,11,0.777778,201,0.333333,0,0.52381,0.333333,1,6,14.230769,1.076923,0
poi,2.0RC1,org.apache.poi.hssf.util.HSSFColor$LIGHT_GREEN,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.0RC1,org.apache.poi.hssf.dev.BiffViewer,9,1,0,121,151,32,0,121,5,0.75,1303,0.5,0,0,0.253968,0,0,143.55556,14.222222,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.UnknownPtg,7,2,0,2,8,21,0,2,7,1,26,1,0,0.583333,0.428571,1,2,2.571429,0.714286,0
poi,2.0RC1,org.apache.poi.hssf.record.SeriesChartGroupIndexRecord,12,2,0,4,24,46,0,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,0
poi,2.0RC1,org.apache.poi.poifs.filesystem.DirectoryNode,20,2,0,14,65,94,3,14,15,0.649123,327,1,2,0.321429,0.154545,1,1,15.2,1.15,0
poi,2.0RC1,org.apache.poi.util.BinaryTree$3$1,2,2,0,4,4,1,1,4,0,1,17,0,1,0.8,0.666667,1,1,7,0.5,0
poi,2.0RC1,org.apache.poi.hssf.record.MergeCellsRecord,15,2,0,6,35,41,3,4,13,0.690476,363,0.666667,0,0.478261,0.516667,1,6,23,1.133333,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.EqualPtg,9,2,0,4,13,36,2,2,9,1.125,62,0,0,0.3,0.333333,0,0,5.666666,0.777778,0
poi,2.0RC1,org.apache.poi.hssf.record.GridsetRecord,12,2,0,5,22,46,2,3,10,0.818182,128,0,0,0.55,0.4,1,6,9.5,1,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.GreaterThanPtg,10,2,0,4,14,45,2,2,10,1.111111,67,0.333333,0,0.272727,0.32,0,0,5.4,0.8,1
poi,2.0RC1,org.apache.poi.hssf.record.SeriesToChartGroupRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,0
poi,2.0RC1,org.apache.poi.util.BinaryTree$Node,32,1,0,10,38,406,10,0,5,0.857143,339,1,3,0,0.4125,1,1,9.375,1.15625,0
poi,2.0RC1,org.apache.poi.hssf.util.HSSFColor$LEMON_CHIFFON,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.0RC1,org.apache.poi.hssf.record.RecordFactory,7,1,0,15,56,9,4,11,5,0.722222,713,1,0,0,0.166667,0,0,100.42857,2,0
poi,2.0RC1,org.apache.poi.hssf.record.FontBasisRecord,20,2,0,5,32,114,1,4,18,0.789474,357,0.833333,0,0.392857,0.45,1,6,16.55,0.9,0
poi,2.0RC1,org.apache.poi.hssf.record.DSFRecord,11,2,0,5,21,49,2,3,9,0.85,106,0.5,0,0.578947,0.522727,1,6,8.454545,0.818182,0
poi,2.0RC1,org.apache.poi.hssf.dev.EFBiffViewer$1,2,1,0,3,5,1,1,3,1,1,14,0,1,0,0.666667,0,0,5.5,0.5,0
poi,2.0RC1,org.apache.poi.util.BinaryTree$1,6,3,0,3,16,0,2,3,5,0.2,93,0,1,0.782609,0.5,3,11,14.333333,1.833333,0
poi,2.0RC1,org.apache.poi.hssf.record.UnitsRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,0
poi,2.0RC1,org.apache.poi.hssf.util.HSSFColor$LAVENDER,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.0RC1,org.apache.poi.poifs.property.Child,4,1,0,3,4,6,3,0,4,2,4,0,0,0,0.75,0,0,0,1,0
poi,2.0RC1,org.apache.poi.poifs.property.PropertyFactory,2,1,0,5,10,1,1,4,0,2,82,0,0,0,0.5,0,0,40,0.5,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.SubtractPtg,9,2,0,4,13,36,2,2,9,1.125,59,0,0,0.3,0.333333,0,0,5.333334,0.777778,0
poi,2.0RC1,org.apache.poi.poifs.dev.POIFSViewable,4,1,0,6,4,6,6,0,4,2,4,0,0,0,1,0,0,0,1,0
poi,2.0RC1,org.apache.poi.hssf.record.Margin,2,1,0,5,2,1,5,0,2,2,2,0,0,0,0.75,0,0,0,1,0
poi,2.0RC1,org.apache.poi.hssf.record.ProtectRecord,12,2,0,7,22,46,4,3,10,0.818182,127,0.5,0,0.55,0.4,1,6,9.416667,1,0
poi,2.0RC1,org.apache.poi.poifs.property.Property,32,1,3,19,65,290,13,6,18,0.962649,732,1,16,0,0.175781,0,0,20.6875,1.15625,0
poi,2.0RC1,org.apache.poi.hssf.record.RefreshAllRecord,11,2,0,5,21,43,2,3,9,0.85,116,0.5,0,0.578947,0.418182,1,6,9.363636,1,0
poi,2.0RC1,org.apache.poi.hssf.record.formula.StringPtg,9,2,0,5,22,2,2,4,8,0.666667,202,0.166667,1,0.538462,0.333333,1,2,20.777779,0.888889,0
poi,2.0RC1,org.apache.poi.hssf.record.PaneRecord,20,2,0,6,32,114,2,4,18,0.894737,361,0.5,0,0.392857,0.45,1,6,16.55,0.9,0
poi,2.0RC1,org.apache.poi.poifs.storage.HeaderBlockWriter,8,2,0,8,19,0,2,6,6,0.821429,324,1,6,0.3,0.583333,1,2,38.5,1.375,0
poi,2.0RC1,org.apache.poi.hssf.eventmodel.EventRecordFactory,10,1,0,15,62,15,2,13,6,0.644444,785,1,0,0,0.17284,0,0,77,2,0
poi,2.0RC1,org.apache.poi.hssf.usermodel.HSSFRow,24,1,0,8,51,86,3,5,16,0.673913,447,0.833333,3,0,0.183333,0,0,17.375,1.708333,1
poi,2.0RC1,org.apache.poi.hssf.record.ExtSSTRecord,17,2,0,8,41,66,4,4,15,0.85,319,0.4,0,0.44,0.313725,1,6,17.470589,1.235294,0
poi,2.0RC1,org.apache.poi.hssf.record.AxisLineFormatRecord,12,2,0,5,24,46,1,4,10,1,145,0.166667,0,0.55,0.5,1,6,10.583333,0.833333,0
poi,2.0RC1,org.apache.poi.hssf.record.FontIndexRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,0
poi,2.0RC1,org.apache.poi.poifs.storage.BlockAllocationTableReader,7,1,0,12,29,1,7,6,1,0,257,1,1,0,0.514286,0,0,35.57143,0.714286,0
poi,2.0RC1,org.apache.poi.hpsf.Thumbnail,8,1,0,2,12,8,0,2,7,0.821429,129,0.083333,0,0,0.642857,0,0,13.625,0.625,0
poi,2.5.1,org.apache.poi.hssf.record.formula.IntPtg,10,2,0,4,18,33,2,3,9,0.866667,89,0.6,0,0.5,0.283333,1,2,7.4,0.7,1
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFFont,21,1,0,6,44,0,5,1,20,0.976667,153,0.133333,1,0,0.253968,0,0,5.571429,0.952381,2
poi,2.5.1,org.apache.poi.hssf.record.FontRecord,38,2,0,9,56,511,4,5,35,0.938063,604,0.625,4,0.244444,0.239382,1,6,14.263158,1,2
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$BROWN,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hpsf.SummaryInformation,19,3,0,4,29,171,1,3,19,1.055556,128,0,0,0.581395,0.526316,0,0,5.68421,0.947368,2
poi,2.5.1,org.apache.poi.hssf.record.RightMarginRecord,12,2,0,6,23,46,2,4,10,0.818182,122,0.5,0,0.55,0.4,1,6,9,0.833333,2
poi,2.5.1,org.apache.poi.hssf.record.EscherAggregate$2,3,1,0,3,6,1,1,3,2,0.666667,39,0,1,0,0.611111,0,0,11,1.333333,0
poi,2.5.1,org.apache.poi.util.StringUtil,12,1,0,15,37,66,15,0,10,1.090909,494,1,0,0,0.27381,0,0,40.083332,2.583333,1
poi,2.5.1,org.apache.poi.hssf.record.DimensionsRecord,18,2,0,5,30,107,2,3,16,0.794118,259,0.833333,0,0.423077,0.458333,1,6,13.055555,0.888889,2
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$WHITE,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.record.RecalcIdRecord,13,2,0,4,27,46,1,3,11,0.777778,201,0.333333,0,0.52381,0.333333,1,6,14.230769,1.076923,2
poi,2.5.1,org.apache.poi.poifs.storage.BigBlock,4,1,4,5,6,6,4,1,1,2,15,0,0,0,0.666667,0,0,2.75,0.75,0
poi,2.5.1,org.apache.poi.util.IntegerField,11,1,0,7,17,9,4,3,11,0.25,85,1,0,0,0.522727,0,0,6.545454,0.636364,0
poi,2.5.1,org.apache.poi.ddf.EscherDggRecord$FileIdCluster,6,1,0,4,7,0,4,0,4,0.5,36,1,0,0,0.388889,0,0,4.666666,0.833333,0
poi,2.5.1,org.apache.poi.hssf.record.SCLRecord,14,2,0,7,26,57,3,4,12,0.769231,195,0.666667,0,0.5,0.482143,1,6,12.714286,0.857143,2
poi,2.5.1,org.apache.poi.ddf.EscherSpgrRecord,15,2,0,7,32,43,1,6,15,0.833333,253,0.666667,0,0.575758,0.333333,1,5,15.466666,1,0
poi,2.5.1,org.apache.poi.ddf.EscherSplitMenuColorsRecord,15,2,0,7,33,43,1,6,15,0.833333,258,0.666667,0,0.575758,0.333333,1,5,15.8,1,0
poi,2.5.1,org.apache.poi.hssf.record.formula.ParenthesisPtg,10,2,0,4,14,45,2,2,10,1.111111,52,0.5,0,0.272727,0.32,0,0,4,0.8,2
poi,2.5.1,org.apache.poi.dev.RecordGenerator,3,1,0,1,30,3,0,1,2,2,315,0,0,0,0.333333,0,0,104,0.666667,1
poi,2.5.1,org.apache.poi.hssf.dev.EFHSSFListener,2,1,0,3,4,0,1,3,2,0,14,0,1,0,0.666667,0,0,5.5,0.5,0
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$DARK_RED,5,2,0,1,6,8,1,1,4,1.125,34,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.record.formula.EqualPtg,9,2,0,4,13,36,2,2,9,1.125,62,0,0,0.3,0.333333,0,0,5.666666,0.777778,1
poi,2.5.1,org.apache.poi.poifs.storage.SmallBlockTableWriter,6,1,0,7,22,3,1,6,6,0.75,111,1,2,0,0.333333,0,0,16.833334,0.833333,0
poi,2.5.1,org.apache.poi.hssf.record.SeriesRecord,22,2,0,5,34,141,1,4,20,0.957393,423,0.315789,0,0.366667,0.443182,1,6,17.363636,0.909091,2
poi,2.5.1,org.apache.poi.hssf.model.TextboxShape,8,2,0,20,59,20,2,19,4,0.821429,267,1,4,0.416667,0.666667,1,1,31.875,0.875,0
poi,2.5.1,org.apache.poi.hssf.record.FontIndexRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,2
poi,2.5.1,org.apache.poi.hpsf.HPSFRuntimeException,5,4,2,5,7,4,5,0,5,0.5,29,1,0,0.944444,0.6,0,0,4.6,0.2,1
poi,2.5.1,org.apache.poi.hssf.record.DrawingSelectionRecord,5,3,0,2,8,10,1,1,4,1.25,26,0,0,0.923077,0.5,1,2,4,0.4,1
poi,2.5.1,org.apache.poi.hssf.record.SeriesToChartGroupRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,2
poi,2.5.1,org.apache.poi.util.CommonsLogger,5,2,0,3,20,0,0,3,4,0.5,138,1,0,0.888889,0.5,1,1,26.2,4.8,0
poi,2.5.1,org.apache.poi.util.FixedField,4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.583333,0,0,0,1,0
poi,2.5.1,org.apache.poi.hssf.record.SelectionRecord,20,2,0,5,31,138,2,3,18,0.827068,306,0.857143,0,0.392857,0.36,1,6,13.95,0.9,2
poi,2.5.1,org.apache.poi.hssf.record.WindowOneRecord,38,2,0,6,52,479,2,4,35,0.898649,536,0.9375,6,0.244444,0.335135,1,6,12.684211,0.921053,2
poi,2.5.1,org.apache.poi.util.POILogger,26,1,3,11,42,325,10,1,22,1.04,693,0,0,0,0.544872,0,0,25.461538,1.961538,0
poi,2.5.1,org.apache.poi.hssf.record.PrintGridlinesRecord,12,2,0,6,22,46,3,3,10,0.818182,128,0.5,0,0.55,0.4,1,6,9.5,1,2
poi,2.5.1,org.apache.poi.poifs.dev.POIFSViewable,4,1,0,6,4,6,6,0,4,2,4,0,0,0,1,0,0,0,1,0
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$DARK_TEAL,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.record.formula.MemErrPtg,11,2,0,3,14,33,1,3,11,0.9,66,0.75,0,0.4375,0.327273,1,2,4.636363,0.818182,2
poi,2.5.1,org.apache.poi.ddf.EscherOptRecord$1,2,1,0,2,6,1,1,2,1,1,27,0,1,0,0.666667,0,0,12,0.5,0
poi,2.5.1,org.apache.poi.ddf.EscherSerializationListener,2,1,0,19,2,1,19,1,2,2,2,0,0,0,1,0,0,0,1,0
poi,2.5.1,org.apache.poi.hssf.record.UseSelFSRecord,11,2,0,5,21,49,2,3,9,0.975,108,0.25,0,0.578947,0.522727,1,6,8.454545,0.818182,2
poi,2.5.1,org.apache.poi.poifs.property.RootProperty,3,3,0,8,10,3,6,2,1,2,27,0,0,0.971429,0.666667,1,1,8,0.333333,0
poi,2.5.1,org.apache.poi.hssf.record.SeriesIndexRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$BLUE_GREY,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hpsf.SpecialPropertySet,10,2,2,5,20,0,2,3,10,0,53,1,1,0.64,0.55,1,2,4.2,0.9,1
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$LEMON_CHIFFON,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.record.CustomField,4,1,0,1,4,6,1,0,4,2,4,0,0,0,0.5,0,0,0,1,1
poi,2.5.1,org.apache.poi.hssf.record.DrawingRecord,11,2,0,5,17,25,2,3,8,0.8,126,0.5,0,0.578947,0.568182,1,5,10.272727,1.272727,1
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFSimpleShape,3,2,1,10,4,0,8,2,2,1.125,22,0,0,0.888889,0.5,0,0,5,0.666667,1
poi,2.5.1,org.apache.poi.poifs.storage.SmallDocumentBlock,12,1,0,8,25,24,6,2,8,0.863636,319,1,0,0,0.214286,0,0,25.25,1.25,0
poi,2.5.1,org.apache.poi.poifs.property.DirectoryProperty$PropertyComparator,4,1,0,3,8,6,1,3,2,0.666667,44,0,1,0,0.5625,0,0,9.75,1,0
poi,2.5.1,org.apache.poi.poifs.storage.BlockAllocationTableWriter,8,1,0,7,17,0,2,5,7,0.571429,134,1,2,0,0.458333,0,0,15.375,1.375,0
poi,2.5.1,org.apache.poi.hssf.record.RecordFactory,7,1,0,15,56,9,4,11,5,0.722222,743,1,0,0,0.166667,0,0,104.71429,2,7
poi,2.5.1,org.apache.poi.poifs.filesystem.DocumentDescriptor,4,1,0,2,18,0,1,1,4,0.222222,129,1,1,0,0.4375,1,1,30.5,2.5,0
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFHeader,16,1,0,2,30,88,1,1,14,0.683333,250,0,1,0,0.21875,0,0,14.375,1.125,1
poi,2.5.1,org.apache.poi.hssf.record.BlankRecord,23,2,0,9,36,221,5,4,21,0.727273,350,0.75,0,0.354839,0.304348,1,6,14.043478,1.826087,2
poi,2.5.1,org.apache.poi.hssf.record.SeriesTextRecord,18,2,0,6,33,81,1,5,16,0.764706,308,0.8,0,0.423077,0.305556,1,6,15.833333,0.888889,2
poi,2.5.1,org.apache.poi.util.BinaryTree$3$1,2,2,0,4,4,1,1,4,0,1,17,0,1,0.8,0.666667,1,1,7,0.5,0
poi,2.5.1,org.apache.poi.util.LittleEndian$BufferUnderrunException,1,4,0,7,2,0,7,0,0,2,5,0,0,1,1,0,0,4,0,0
poi,2.5.1,org.apache.poi.hssf.record.SeriesListRecord,12,2,0,4,24,36,1,3,10,0.772727,143,0.5,0,0.55,0.4,1,6,10.75,0.833333,2
poi,2.5.1,org.apache.poi.hssf.model.Model,0,1,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
poi,2.5.1,org.apache.poi.hssf.record.RowRecord,37,2,0,10,54,348,6,4,35,0.843254,661,0.928571,5,0.244444,0.279279,1,6,16.486486,1.135135,4
poi,2.5.1,org.apache.poi.hssf.eventmodel.ListenerWrapper,2,1,0,3,5,0,1,2,1,0,49,1,1,0,0.6,0,0,22,2.5,0
poi,2.5.1,org.apache.poi.hssf.model.SimpleFilledShape,6,2,0,12,36,11,1,12,2,0.8,173,1,2,0.5,0.541667,1,1,27.5,1.166667,0
poi,2.5.1,org.apache.poi.hpsf.Variant,1,1,0,0,2,0,0,0,1,2,51,0,0,0,1,0,0,3,0,1
poi,2.5.1,org.apache.poi.hssf.record.RecordFormatException,1,4,0,140,2,0,140,0,1,2,5,0,0,1,1,0,0,4,0,0
poi,2.5.1,org.apache.poi.ddf.EscherSimpleProperty,8,2,3,11,23,0,7,4,8,0.142857,115,1,0,0.571429,0.375,1,1,13.25,1.25,0
poi,2.5.1,org.apache.poi.hssf.record.formula.DividePtg,9,2,0,4,13,36,2,2,9,1.125,64,0,0,0.3,0.333333,0,0,5.888889,0.777778,2
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$PALE_BLUE,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.poifs.storage.BlockList,4,1,0,6,4,6,5,2,4,2,4,0,0,0,0.666667,0,0,0,1,0
poi,2.5.1,org.apache.poi.hssf.record.formula.NotEqualPtg,9,2,0,4,13,36,2,2,9,1.125,62,0,0,0.3,0.333333,0,0,5.666666,0.777778,1
poi,2.5.1,org.apache.poi.util.HexRead,6,1,0,1,27,15,1,0,5,2,264,0,0,0,0.291667,0,0,43,0.833333,0
poi,2.5.1,org.apache.poi.poifs.filesystem.DocumentOutputStream,8,2,0,3,15,4,3,0,5,0.428571,90,1,0,0.416667,0.425,1,1,9.875,0.875,0
poi,2.5.1,org.apache.poi.hpsf.Property,6,1,0,5,25,7,2,3,4,0.75,230,1,0,0,0.55,0,0,36.666668,2,2
poi,2.5.1,org.apache.poi.hssf.record.Record,15,1,132,155,23,105,155,0,12,2,84,0,0,0,0.483333,0,0,4.6,0.8,1
poi,2.5.1,org.apache.poi.hssf.dev.FormulaViewer,9,1,0,11,43,28,0,11,6,0.6875,416,1,0,0,0.333333,0,0,45,3.222222,1
poi,2.5.1,org.apache.poi.hssf.record.LinkedDataFormulaField,10,1,0,4,31,3,1,3,9,0.222222,183,0,0,0,0.333333,0,0,17.2,1.3,2
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFCell,30,1,0,20,104,87,5,16,22,0.748276,1151,0.6,4,0,0.146154,0,0,36.7,2.9,6
poi,2.5.1,org.apache.poi.hssf.record.ColumnInfoRecord,27,2,0,7,42,209,3,4,24,0.846154,372,0.9,3,0.323529,0.346154,1,6,12.407408,0.888889,1
poi,2.5.1,org.apache.poi.hssf.record.PasswordRecord,12,2,0,5,22,54,2,3,10,0.818182,117,0.5,0,0.55,0.5,1,6,8.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.dev.HSSF,4,1,0,10,49,0,0,10,4,0,492,1,2,0,0.5625,0,0,121,2,1
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFPatriarch,12,1,0,10,24,6,2,9,11,0.787879,156,0,1,0,0.375,0,0,11.5,1,1
poi,2.5.1,org.apache.poi.hssf.util.Region,16,1,0,3,17,78,2,1,16,0.533333,172,1,0,0,0.291667,0,0,9.5,1.625,0
poi,2.5.1,org.apache.poi.poifs.filesystem.Entry,6,1,0,6,6,15,6,1,6,2,6,0,0,0,0.583333,0,0,0,1,0
poi,2.5.1,org.apache.poi.ddf.EscherDump$1PropName,1,1,0,1,2,0,1,1,1,2,16,0,1,0,1,0,0,12,0,0
poi,2.5.1,org.apache.poi.hssf.record.RefModeRecord,12,2,0,5,22,54,2,3,10,0.954545,119,0.25,0,0.55,0.5,1,6,8.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.record.CalcModeRecord,12,2,0,5,22,54,2,3,10,0.981818,120,0.2,0,0.55,0.5,1,6,8.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.record.EOFRecord,10,2,0,6,18,45,3,3,8,1.111111,79,0,0,0.611111,0.525,1,6,6.8,0.8,2
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$ORANGE,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.record.PColor,3,1,0,1,9,0,1,0,3,0,86,0,0,0,0.5,0,0,26.666666,0.666667,0
poi,2.5.1,org.apache.poi.hssf.record.DefaultColWidthRecord,12,2,0,5,22,54,2,3,10,0.818182,117,0.5,0,0.55,0.5,1,6,8.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.record.MergeCellsRecord,15,2,0,6,39,49,3,4,13,0.75,369,0.5,0,0.478261,0.516667,1,6,23.466667,1.266667,1
poi,2.5.1,org.apache.poi.hpsf.Section,12,1,0,7,30,48,2,5,9,0.818182,322,1,2,0,0.5,0,0,25.25,1.416667,2
poi,2.5.1,org.apache.poi.util.NullLogger,23,2,0,2,24,253,1,1,23,2,49,0,0,0.521739,0.669565,1,2,1.130435,0.956522,0
poi,2.5.1,org.apache.poi.hssf.record.AxisUsedRecord,12,2,0,5,24,46,1,4,10,0.818182,141,0.5,0,0.55,0.5,1,6,10.583333,0.833333,2
poi,2.5.1,org.apache.poi.hssf.record.MulBlankRecord,14,2,0,6,25,77,3,3,11,0.861538,212,0.8,0,0.5,0.517857,1,5,13.785714,1,2
poi,2.5.1,org.apache.poi.hssf.usermodel.FontDetails,9,1,0,2,32,20,2,0,8,0.625,291,1,0,0,0.301587,0,0,31,2.444444,0
poi,2.5.1,org.apache.poi.poifs.eventfilesystem.POIFSReaderEvent,4,1,0,5,5,0,3,2,3,0.666667,28,1,2,0,0.4375,0,0,5.25,0.75,0
poi,2.5.1,org.apache.poi.hssf.record.aggregates.RowRecordsAggregate,22,2,0,3,47,175,1,2,20,0.630952,475,0,0,0.34375,0.30303,1,5,20.40909,2.090909,3
poi,2.5.1,org.apache.poi.hssf.usermodel.EscherGraphics,47,2,0,15,101,665,1,14,41,0.836956,997,1,3,0.531915,0.185619,2,18,20.042553,1.531915,0
poi,2.5.1,org.apache.poi.hssf.usermodel.HSSFRow,24,1,0,9,52,86,4,5,16,0.673913,451,0.833333,3,0,0.183333,0,0,17.541666,1.708333,4
poi,2.5.1,org.apache.poi.hssf.util.HSSFColor$CORAL,5,2,0,1,6,8,1,1,4,1.083333,33,0,0,0.571429,1,0,0,5,0.6,0
poi,2.5.1,org.apache.poi.hssf.usermodel.StaticFontMetrics,3,1,0,2,24,1,1,1,1,0.75,121,1,0,0,0.5,0,0,38.666668,2.666667,0
